Name,Category,NOM ,Agave Type ,Agave Region ,Region ,Cooking ,Extraction ,Water Source ,Fermentation ,Distillation ,Still ,Aging ,ABV/Proof ,Other ,N_Ratings,PanelScore,ComScore,Agave (cooked),Caramel,Oak,Vanilla,Butter,Pepper (black),Fruity,Citrus,Olive,Dried Fruit,Orange,Lime,Smoke,Minerals,Earth,Anise,Brine/Salt,Cinnamon,Vegetal,Mint,Flowers,Herbal,Grass,White Pepper,Chocolate,Alcohol,Tobacco,Butterscotch,Honey,Leather,Nuts,Cream Soda,Pear,Raisin,Cherries (dried),Nutmeg,Tropical Fruits,Lactic,Whiskey,Cherry,Melon,Bell Pepper,Baking Spice,Almond,Pineapple,Pitted Fruit,Licorice,Agave (raw),Apple,Banana,Molasses,Maple,Barrel Spice,Peach,Toffee,Grapefruit,Mocha,Berry,Cocoa,Hazelnut,Clove,Plum,Nuts (Roasted),Coffee,Pinecone,Lemon,Yeast/Dough,Black Tea,Cedar,Pine Tree,Celery,Orange Blossom,Coconut,Tangerine,Prune,Orange Peel,Jalapeño,Wet Earth,Grass (cut),Grass (wet),Apple (green),Grapes,Wood Bark,Allspice,Mushroom,Charcoal,Rosemary,Cake Batter,Dill,Jasmine,Lavender,Spearmint,Cider,Astringent,Hay,Damiana,Solvent,Vinegar,Moss,Lemongrass,Chamomile,Peppermint,Medicinal,Rose,Wet Cement,Plastic,Oregano,Walnut,Sage,Toasted Bread,Fruit (fake),Wood Shavings,Thyme,Tamarind,Baby Oil,Musty,Artichoke,Metallic,Caraway Seed,Rubber,Varnish,Resin,Sawdust,Soap,Basil,Mild Ammonia,Sour Milk,Strawberry,Parsley,Artificial Sweetener,Acetone,Hominy,Baking Soda,Petrol,Limestone,Sulfur,Chlorine
Fortaleza Añejo,Añejo,1493,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Tahona,Deep well water,100% agave Wood fermentation tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels Used barrels Bourbon barrels,40% abv (80-proof),Natural cork Charcoal filtration Distilled at or near proof Blended batches No additives,1440,90,90,132,82,94,91,41,54,22,29,,,,,20,,27,,,34,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Common Tequila Reposado,Reposado,1123,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Tahona Roller Mill,Deep well water,100% agave Stainless steel tanks Open-air fermentation Fermentation with fibers Fermentation without fibers Cement Tank,2x distilled,Copper Pot,Bourbon barrels,43% abv (86-proof),Rested in stainless steel No additives,57,90,89,11,6,5,4,3,8,,,,,,,,5,,,,8,,,,,,,,,,4,3,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tequila G4 Blanco 108,Blanco,1579,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Natural spring water Rain water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,-,54% abv (108-proof),No additives,191,90,89,39,,,,,30,7,16,,,,,,11,7,,,18,4,,,4,,,,22,,,,,,,,,,,,,,,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gran Dovejo Cask Strength Single Barrel Añejo,Añejo,1414,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Classical music Champagne Yeast,2x distilled,Copper Pot,Single Barrel American White Oak barrels Whisky barrels Used barrels,49% abv (98-proof),No additives,28,90,89,4,2,3,3,,2,,,,,,,,,1,,,,,,,,,,1,2,,,,,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cascahuín Tahona Blanco,Blanco,1123,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Tahona,Deep well water,100% agave Open-air fermentation Fermentation with fibers Cement Tank,2x distilled,Stainless Pot w/Copper Coil,-,42% abv (84-proof),No additives,478,90,89,72,,,,,47,,25,9,,,,,39,10,,9,,19,9,,10,14,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapatio Excelencia Extra Añejo,Extra Añejo,1139,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill Tahona,Deep well water,100% agave Wood fermentation tanks Open-air fermentation Fermentation with fibers,2x distilled,Copper Pot,Used barrels Bourbon barrels,40% abv (80-proof),No additives,256,90,89,34,25,45,20,8,9,,7,,,,,7,,,,,7,,,,,,,,,,8,,,,,,,,,,,10,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tepozan Añejo,Añejo,1584,Tequilana Weber,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill Screw Mill,Deep well water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Stainless Steel Pot,American White Oak barrels Whisky barrels Used barrels New barrels,40% abv (80-proof) 38% abv (76 proof),Aeration No additives,39,90,89,4,2,4,3,,,,,,,,,,2,,,,4,,,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinaco 4 Year Añejo,Añejo,1127,Tequilana Weber,Tamaulipas,Tamaulípas,Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,7,90,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa Noble Single Barrel 6-year Extra Añejo,Extra Añejo,1137,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Screw Mill,-,100% agave Stainless steel tanks,3x distilled,Stainless Pot w/Copper Coil,French Oak barrels,40% abv (80-proof),Organic,90,90,89,3,4,3,4,2,2,,3,,,,,,,,,,,,,,,2,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortaleza Blanco,Blanco,1493,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Tahona,Deep well water,100% agave Wood fermentation tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),Natural cork Charcoal filtration Blended batches Distilled at or near proof No additives,2434,90,89,270,,,47,53,171,,90,82,,,,,63,86,,53,35,59,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volans Blanco,Blanco,1579,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water Natural spring water Rain water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),Aeration No additives,224,90,88,42,,,,,32,,17,,,,,,23,,,13,,14,8,11,,6,,,10,,,,,,,6,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volans Extra Añejo,Añejo,1579,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water Natural spring water Rain water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels Used barrels Bourbon barrels,40% abv (80-proof),No additives,109,90,88,21,,13,15,,6,8,,,,,3,,5,,,,5,,,,,,3,,,,8,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suerte Extra Añejo Kings Crown Edition (2016),Añejo,1530,Tequilana Weber,-,Jalisco (Ciénega),Stone/Brick Ovens,Tahona Screw Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,Single Barrel,40% abv (80-proof),-,45,90,88,6,3,3,4,,2,1,,,,,,,,1,,,2,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viva Los Sanchos Añejo,Añejo,1459,Tequilana Weber,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,3,90,88,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrón Extra Añejo 10 Años,Añejo,1492,Tequilana Weber,Jalisco (Los Altos),Jalisco (Ciénega),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Wood fermentation tanks Fermentation with fibers Fermentation without fibers,2x distilled,Copper Pot,French Oak barrels American White Oak barrels,40% abv (80-proof),Natural cork No additives,27,90,87,4,4,3,3,2,,1,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocho Tequila 8/8/8 - Rancho El Carrizal Extra Añejo,Añejo,1474,Tequilana Weber,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Wood fermentation tanks Open-air fermentation,2x distilled,Copper Pot,American White Oak barrels Whisky barrels Used barrels,48.8% abv (97.6-proof),Aeration No additives,30,90,87,9,4,6,4,,,5,3,,,,,,,,,,,,,,,,,,2,,2,2,,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cascahuín Plata 48%,Blanco,1123,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Stainless Pot w/Copper Coil,-,48% abv (96-proof),Distilled at or near proof No additives,400,90,87,63,,,,,42,,18,,,,,,15,9,8,,,16,12,,10,10,,,22,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tierra Azteca Reposado,Reposado,1173,Tequilana Weber,-,Jalisco (Central),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,11,90,87,3,1,2,2,,2,,,,,,,1,,1,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Abuelos Blanco,Blanco,1493,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Tahona,Deep well water,100% agave Wood fermentation tanks Open-air fermentation,2x distilled,Copper Pot,American White Oak barrels Used barrels Bourbon barrels,40% abv (80-proof),Natural cork Charcoal filtration Distilled at or near proof Blended batches No additives,97,90,87,16,,,,,10,,7,,,,3,,5,5,,3,,4,,,,,7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Tesoro Reposado (White Label),Reposado,1139,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Natural spring water,100% agave Wood fermentation tanks,2x distilled,Copper Pot,American White Oak barrels Whisky barrels Used barrels,40% abv (80-proof),No additives,54,90,86,8,1,3,,,1,1,,,,,,,,1,,,,,,,1,,,,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herencia Mexicana Extra Añejo,Extra Añejo,1079  (Previously 1586 1465 ),Tequilana Weber,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,-,-,100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,25,90,86,1,3,2,3,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terraneo Silver,Blanco,1586,Tequilana Weber,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),Organic,10,90,85,5,1,,,,3,,,,,,,,1,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,2,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrón Cask Collection Sherry Añejo (2017),Añejo,1492,Tequilana Weber,-,Jalisco (Ciénega),Stone/Brick Ovens,Tahona Roller Mill,Deep well water,100% agave Wood fermentation tanks,2x distilled,Copper Pot,Used barrels Oak barrels Sherry casks,40% abv (80-proof),No additives,52,90,85,6,2,7,3,,2,,,,,,,,,,,1,,,,,,,,,1,,,3,,3,,,,,,,,5,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ra. Generación Tres Mujeres 1953 Extra Añejo,Extra Añejo,1466,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),Kosher,13,90,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suerte 8-year Extra Añejo 2018 ""Lucky Lips""",Extra Añejo,1530,Tequilana Weber,Jalisco (Los Altos),Jalisco (Ciénega),Stone/Brick Ovens,Tahona Screw Mill,Natural spring water,100% agave Stainless steel tanks,2x distilled,Copper Pot,American White Oak barrels Whisky barrels Used barrels,40% abv (80-proof),-,24,90,84,5,5,5,3,,2,2,,,,,,,,,,,3,,,,,,,,,,,3,,2,,,,,2,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Modesto Extra Añejo,Extra Añejo,1531,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,American White Oak barrels Whisky barrels Used barrels Cognac casks,40% abv (80-proof),-,9,90,82,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tres Vidas Organic Tequila Añejo,Añejo,1480,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),Organic,5,90,82,2,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cazadores Reposado (NOM 1128),Reposado,1128,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Stainless Steel Pot,American White Oak barrels New barrels,35-39% abv (70-78 proof) 40% abv (80-proof),-,81,90,81,2,,1,1,,,,,,,,,,,,,,,1,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vida Tequila Reposado,Reposado,1460,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,American White Oak barrels New barrels,40% abv (80-proof),-,13,90,81,3,1,,2,3,1,,,,,,,,,,,1,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocho Tequila Añejo (Single Barrel) - Los Fresnos 2013,Añejo,1474,Tequilana Weber,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Natural spring water,100% agave Wood fermentation tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels Single Barrel Used barrels Whisky barrels,55% abv (110-proof),Aeration Distilled at or near proof No additives,10,90,80,2,,2,1,1,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruta 2010 Tequila Blanco,Blanco,1445,Tequilana Weber,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toro Dorado Añejo,Añejo,1561,Tequilana Weber,-,Jalisco (Ciénega),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,-,-,40% abv (80-proof),-,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herencia de Villa Blanco,Blanco,1479  (Previously 1424 1459 1417 1452 ),Tequilana Weber,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,1,90,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937 Edición Especial 80 Aniversario Añejo,Añejo,1107,Tequilana Weber,-,Jalisco (Ciénega),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,42% abv (84-proof),Organic Kosher,4,89,94,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dos Tierras Blanco,Blanco,1480,Tequilana Weber,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,5,89,93,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mijenta Tequila Añejo,Añejo,1412,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Stainless Steel Pot,French Oak barrels American White Oak barrels Used barrels,40% abv (80-proof),-,5,89,92,3,2,2,2,,2,,,,,,,,,,,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabresto Extra Añejo,Extra Añejo,1509,Tequilana Weber,-,Jalisco (Ciénega),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof),-,3,89,91,1,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tequila Primo 1861 Blanco,Blanco,1579,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Natural spring water,100% agave Wood fermentation tanks Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,-,43% abv (86-proof),No additives,21,89,91,8,,,1,,3,1,2,,1,,,,,,1,,4,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Vicente Tequila Blanco,Blanco,1579,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),Aeration No additives,30,89,91,7,,,1,2,6,,,,,,,,8,6,,1,,5,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hacienda Los Alamos (La Cata) Single Barrel Extra Añejo,Extra Añejo,1480,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,American White Oak barrels,50% abv (100-proof),Organic,19,89,91,,,5,2,,2,5,,,4,,,,,,,,2,,,,,,,,3,,3,,,,,,,,,,,3,,,,2,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa Noble Alta Belleza Extra Añejo,Extra Añejo,1137,Tequilana Weber,-,Jalisco (Los Valles),Stone/Brick Ovens,Screw Mill,Deep well water,100% agave Stainless steel tanks,3x distilled,Stainless Pot w/Copper Coil,French Oak barrels Wine casks New barrels Used barrels,46% abv (92-proof),-,16,89,91,1,2,2,2,,,2,,,,,,,,,,,1,,,,,,,2,,,,,1,,,,,,,,,1,,,,,,,,2,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regalo de Dios Tequila Añejo,Añejo,1531,Tequilana Weber,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,71,89,91,3,3,4,3,,,2,,,2,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crotalo Tequila Extra Añejo Reserva,Extra Añejo,1509,Tequilana Weber,-,Jalisco (Ciénega),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,3x distilled,Copper Pot,-,40% abv (80-proof),-,39,89,91,1,,1,,,,1,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
